ID,Interview.ID,Role,Speaker,Utterance,Line,Stanza,ML.AI.Applications,Limitations.of.ML.AI,Privacy,Human.involvemnt.interaction,Bias..Prejudice..and.Harm,Minimizing.Bias.and.Harm,Assessing.Underlying.Motivations,Trust.Building,Algorithms.and.computational.thinking,Training.and.Testing.Machines.Using.Data
25,MS,Researcher,Researcher 2,"How would you define machine learning then, because I know you just mentioned that?",25,4,0,0,0,0,0,0,0,0,0,0
26,MS,Faculty,Chad,"Machine learning is an AI that essentially learns by itself and it improves by ingesting more data to perform a task with better efficiency and accuracy. That's kind of what I think of it. That's why when people start talking about training data, their eyes glass over, but it is about that. You're just educating this AI, helping it to learn, like what a cat looks like. So that, when you say, ""Is this a cat?"", it knows what a cat looks like, and that's what we see in image recognition and stuff like that. That's why you can look for cats on the internet. It's just that, more and more data, but the downside of it is, you're assuming that what you're feeding it is accurate and complete.",26,4,1,0,0,0,0,0,0,0,0,1
27,MS,Researcher,Researcher 2,Technically.,27,4,0,0,0,0,0,0,0,0,0,0
28,MS,Faculty,Chad,You're going to get some weird results if the data is bad.,28,4,0,0,0,0,0,0,0,0,0,1
29,MS,Researcher,Researcher 2,"Yeah. It'll definitely change the whole algorithm. Switching gears a little bit, we're going to start talking about youth. What are your thoughts about youth learning about AI or machine learning?",29,4,0,0,0,0,0,0,0,0,1,0
30,MS,Faculty,Chad,"Yeah. I think at a high level, my generation, it was always, for your education, you really need to understand reading and writing and arithmetic, math. I think to add to that, now you have to understand computational thinking. You have to understand just some basics of how computers work, things like that, just basic stuff, because you just have to. You probably grew up in a world that already had the internet, that already had things like GPS, that already had smartphone, or something close to it. I didn't. My kids, they think I [inaudible 00:19:33] prehistoric times or something. It's like cave man, how did you get anything done? But now, everybody that's being born is born into a world where computing is everywhere. It's not just reading and writing, and arithmetic. It's reading, writing, arithmetic, and computational thinking, understanding how stuff works. In the spirit of that, you have to understand, I think at least conceptually, what AI is, and what it is not presently. We're in no danger of robots taking over the world anytime soon.",30,4,0,0,0,0,0,0,0,0,1,0
31,MS,Researcher,Researcher 2,Nope.,31,4,0,0,0,0,0,0,0,0,0,0
32,MS,Faculty,Chad,"I tell people all the time, ""Robots are not going to take over the world. They're not going to kill all the humans,"" because what we have now really is, AI is mostly about pattern recognition. Honestly, just doing it faster, but for somebody who is just a young person learning, I think they just have to understand what kind of impact AI has on society and what it will have on their lives, especially when they are in a world with autonomous driving, things like that. They have to understand that everything is not magic.",32,4,1,1,0,1,1,0,0,0,1,0
33,MS,Researcher,Researcher 2,"That is essential, yes. You kind of touched on this, but what do you think is important for youth to know about AI or machine learning?",33,4,0,0,0,0,0,0,0,0,1,0
34,MS,Faculty,Chad,"I think to not be fearful of it, but to understand at its core what it is and how it works, so that there's no fear, for one thing. And then, when they're learning that, that they can also, I think, open up their imaginations to what it could be used for, for the benefit of global society because I think what's been happening with technology is, it used to be inaccessible to people who had great ideas, and now with things like cloud computing and tons of open source software, some very specialized around AI, if you have a good idea, you can try some things out. If you get everybody's brain in the game, we have a lot of serious problems that we need to address, and I think young people need to understand that no one's going to solve those problems, and you need to think about... I should say, other people are not always going to solve the problem. You have the ability to solve some of these problems or to contribute to the knowledge. We have to start addressing these difficult global challenges, and we have to stop, I think, focusing so much on things like TikTok. Just think about all the technology that went into building TikTok. It's like, I'm sure there are valid and great use cases for TikTok, but I would say by and large, from my small sample, this is kind of ridiculous. It's entertaining, and you get that dopamine hit. I understand that, but I just think, of these technologists that develop things like TikTok or Facebook, I'm like, we probably could have ended food distribution problems or just poverty, environmental concerns, but instead, we have TikTok. It's kind of depressing a little bit. I'm hoping that you get to the youth and have them understand this. It can only be a good thing, I think.",34,4,1,1,0,1,0,1,0,0,1,0
35,MS,Researcher,Researcher 2,"Yeah. I hope so, too. I hope they'll change the world for us.",35,4,0,0,0,0,0,0,0,0,0,0
36,MS,Faculty,Chad,"With any technology though, it's just, there's the good and the bad and the dark underbelly. It just tells us a little bit about human nature, I think.",36,4,0,1,0,1,0,0,0,0,0,0
37,MS,Researcher,Researcher 2,"It does. It definitely does. I know you don't have much time left, so this will be my last question.",37,4,0,0,0,0,0,0,0,0,0,0
38,MS,Faculty,Chad,Okay.,38,4,0,0,0,0,0,0,0,0,0,0
39,MS,Researcher,Researcher 2,How can we engage youth in learning about AI and machine learning and ethics? Have you ever used any activities? Do you know of any resources out there of [inaudible 00:24:53] or any ideas of how we can?,39,4,0,0,0,1,1,0,0,0,1,0
40,MS,Faculty,Chad,"Yeah, there's a really thought provoking... Hang on, just let me see. It's a great thought provoking website. What is it called? Oh yeah. moralmachine.net. If you go to moralmachine.net and then click the judge link, what this is, is this research that's done by MIT and a handful of other universities, and it asks you some interesting questions because everybody's talking about self-driving cars, and how they're going to happen. They're already happening. It's going to happen, and the reason behind it is, humans are not good at driving. People always think they're good at driving, but they're not. So, if we get the self-driving stuff done correctly, even if it's not entirely self-driving, even if you're sitting in the driver's seat and have to take over, there are these interesting moral decisions to be made by the technology in the event of something unexpected. This website poses all these interesting questions about, if you were programming this self-driving car, what would you do in the situation? Your brakes fail. If you continue on your path, you're going to destroy three children in the pedestrian path. If you swerve, you're going to kill everybody in your car because you're going to crash. It's an interesting reveal of how we think and they, MIT and these other universities collect this data. I think for young people, gaming, just taking advantage of gaming technology to educate in a way that's maybe not right in your face, I think is a good way to learn. So much of learning is caught rather than taught. You just never know.",40,4,1,0,0,1,1,0,0,0,1,0
41,MS,Researcher,Researcher 2,"Yeah. I've never heard that before, but I like that saying. It's interesting.",41,4,0,0,0,0,0,0,0,0,0,0
42,MS,Faculty,Chad,"If you sit around in a room and you hear a bunch of people just talking, you learn a lot. They're not teaching you, you're just learning a lot. You're just kind of catching it. I think by employing things like gaming and some of these thought workshops, like what would you do in this case? It's interesting. That's why I really like teaching the class I'm teaching this semester, which is computing, ethics, and global society. Because some things that seem simple, are not. They're tough decisions. They may benefit some people. They're going to hurt some people. Is it the right thing to do? Even though you can do it, should you do it? It's-",42,4,1,0,0,0,1,1,0,0,1,0
43,MS,Researcher,Researcher 2,It's an important class. It's an important class. I'm glad to have that at University.,43,4,0,0,0,0,0,0,0,0,0,0
44,MS,Faculty,Chad,"Yeah. It's fun. But anyway, there you go.",44,4,0,0,0,0,0,0,0,0,0,0
45,MS,Researcher,Researcher 2,Awesome. Thank you so much. I really appreciate you taking the time. I'm going to go ahead and stop the recording.,45,4,0,0,0,0,0,0,0,0,0,0
1,NM,Researcher,Researcher 1,"Okay. So this is Thomas interviewing. Today is Friday, January 28th, 2022. Welcome, Nathan. So let's just start out, can you tell us more about your professional background and your work history?",1,5,0,0,0,0,0,0,0,0,0,0
2,NM,Faculty,Thomas,"Yeah. So pretty much been an academic in training for a very long time. My dad was a dean at University State, so I grew up in academia. I knew about academia. I never wanted to be in academia, this is the funny part of the story. I remember telling both of my parents, why would I ever, ever want to do what my dad does? It sounds like the most boring thing in the world. And then I have ended up mimicking his career in many ways. So my professional career is very interdisciplinary. I have a degree in psychology, I have a degree in information science, and then a postdoc basically on computer science. And then I'm a professor of computer science, essentially. So I expand the spectrum from social and hard computational perspectives, and I think that's really important when you talk about AI. It can't just be one or the other. It can't just be a bunch of psychologists ruminating about what they think is important or sociologists thinking what they think is important about AI. You need real computer scientists in the room as well to understand the feasibility of how these things are going to happen. So both of these entities need to be talking to each other. I kind of planned my career that way, that I knew from a very early age that I was interested in the intersection of just people and technology. So I started off learning, I built my foundation with people, with the psychology, understanding that. And throughout my career, I've kept that foundation. It's what grounds me as a researcher and from my worldview of things. I've kept that humanistic foundation, but I built on top of that through additional degrees, more of a technology flare from information sciences and computer science. And now you kind of get whatever the heck I am nowadays. It's like a morphous blob of social and computer science. But I think it's important. And that's how I train my students to think about things is, if we're going to make sure that AI is beneficial for people and inclusive to many people, you better be taking into account the human side of things. But you also need equally know, from my perspective, as people that build AI, you need to know how to do that as well. So it's a big ask, but I think it's what the next generation of people studying, and implementing and developing AI need. They need both of these perspectives. Collaboration amongst both of those is great.But if we can start training people for this early on, to your point in some of your studies that you look at, if we can start instilling this mindset in kids from an early age of AI is not just computer science, it's human science as well, it's both of these things together, instilling that from an early age and having actual interdisciplinary training and degrees for that is going to be really important. So I went all over the place. I'll do this throughout the interview, I'll ramble-",2,5,1,0,0,1,1,1,0,0,1,0
3,NM,Researcher,Researcher 1,"No, it's great. And actually [crosstalk 00:03:39] ... We picked you because of that. That's actually a strength here. So you actually, you did answer some of the questions that I was going to follow up with, so that's great. So you gave us an understanding of broadly kind of your career trajectory, what you're interested in. This intersection of humans and technology specifically with AI. I think you explained that well. Let's take a finer grain look. So on a day to day or weekly basis, what do you do with AI and machine learning?
",3,5,0,0,0,0,0,0,0,0,0,0
4,NM,Faculty,Thomas,"Yeah. So what we study in my research group, almost everything we study nowadays is on this concept known as human AI teaming or human autonomy teaming. So it's the idea of humans teaming with AIs or autonomous teammates for the completion of a shared goal or a shared task. So everything we study nowadays is related to this concept, and there's a lot of different perspectives and paradigms and ways to look at that concept. And we really try to run the gamut on this. So the thing I talk about all the time when we talk about human AI teaming is that there's a bidirectional quality to it. You have to check off the boxes for the human. You have to check off the boxes for the AI. So the human needs to know how to interact with the AI. It needs to have an expectation of what the AI is. But also the AI needs to know what the heck humans are. It needs to know what teaming is, what matters. And this is where we have to get better. We have to develop autonomous teammates that actually know how to interact with humans, because it can't just be a one sided paradigm. And that's what it is right now. We stick people into a human AI team and we say, go work with this AI. But the AI has no clue how to work with you as a human. So what happens is that the human has to take on this brunt of dealing with basically a bad teammate. So what we're trying to do is number one, understand perceptions that humans have of AI as teammates, and reverse engineer those perceptions so we can build more effective, good AI teammates. So like I was talking about before, you can clearly see how there's the psychology point of view with the perceptions of humans and AI as teammates, but then on the other side, it's the computer science side of things. How do we actually build AI's that understand communication, coordination, awareness, things like team cognition, really critical aspects of teaming that have to be built into human AI teams?",4,5,1,1,0,0,0,0,0,0,0,0
5,NM,Researcher,Researcher 1,"Can you give us an example of a real world situation where that research could be applied, where AI and humans are working together?",5,5,1,0,0,0,0,0,0,0,0,0
6,NM,Faculty,Thomas,"Yeah. The most apparent situation is it usually happens in three areas. So first you see it happen a lot in emergency crisis management. The most recent example was when, if you guys remember when that big condo building fell down in Miami, so they always respond nowadays with two things for emergency crisis management, obviously humans, but they respond with dogs, which has always been the case, but now they respond with robots that have intelligent capabilities that are working towards teaming. So that's one instance where human AI teaming's happening a lot is emergency crisis management situations. The other is a myriad of Department of Defense military operations, where you have aerial drones, water drones that have intelligent capabilities that have to actually team with human operators for a shared common goal. That's why the DOD is obsessed with the human AI teaming perspective, is because they know that AI brings a lot to the table and teaming is critical to almost any military operation. So they're trying to figure out how can they exploit the advantages of AI within their paradigm of teaming? And then the third that's starting to catch on and you see it more and more is the healthcare domain. You're seeing some tele-roboted things that are happening. A lot of clinical decision support that is starting to have intelligence capabilities. We haven't really got to the teaming quality as much as the previous two examples, but it is coming. There's a wave coming where human AI teaming and the concepts related to that are going to start molding and bleeding into the medical sector.",6,5,1,1,0,0,0,0,0,0,0,0
7,NM,Researcher,Researcher 1,"Cool. I'm interested in that. Can you give a specific example of that, just one?",7,5,0,0,0,0,0,0,0,0,0,0
8,NM,Faculty,Thomas,"Yeah. So there's code blue resuscitations in hospitals. I think you guys are probably familiar with that, when somebody goes into cardiac arrest. Whenever that happens, an alarm goes off in the hospital and everybody that is assigned to that code blue that day is supposed to, in theory, stop what they're doing and run to that room and help triage a patient in real time. And it's one of the best instances that I've ever studied of human-human teamwork. It's an absolute chaotic environment where you have extreme time pressures. People don't have, they have information disparities, inaccuracies, they don't know what's going on really so they're trying to understand at an individual level, what do I do? What do my team members do? Leadership is needed. One of the biggest problems that you see within those is what I was just saying, is information disparities and information needs not being able to access that very quickly. So in the communities I've been talking to regarding this, there's the development of utilizing robots and intelligent agents to aid in that collaborative decision making process, where the intelligent agent is providing, it's looking at all the data on the human, because as a human, we give a lot of biophysical data and can't possibly look at all of that in real time. It takes us a long time to go through all that. So an AI agent that has been trained on an algorithm to look at peaks and valleys of all of that, and then flag it can be trained to provide real time relevant information to that team when they need it. They don't have time to dig through the data, where the AI can dig through all that real time data and alert you of multiple things that are going wrong so you can better understand the medical operational environment. That's an example of where we're heading towards.",8,5,1,0,0,0,0,0,0,0,0,1
9,NM,Researcher,Researcher 1,"Yeah, that's fascinating. And I think that's a really good example of the power of AI and how it can be so helpful, especially, like you're taking the person's strengths, you're taking the AI strengths and bringing them together to make this really functional system even more functional. So what are some examples then kind of on the opposite end of the spectrum of how potentially AI or machine learning can harm us? And who in particular do you think it harms?",9,5,1,0,0,0,1,0,0,0,0,0
10,NM,Faculty,Thomas,"Yeah. You look at AI used to make decisions for hiring specifically. This is an issue we've seen this and then there's a lot. The problem with AI is not necessarily how the algorithm is aligned or built, humans, I believe are not malicious in nature, so for the most part they're not trying to build malicious AI algorithms. I'm of the belief that the problem starts with the data. The data that is often pulled is unrepresented. It's not inclusive. It's not diverse. So your starting point in your foundation is fundamentally flawed and biased. So we need to be very much more aware of the type of data that we're feeding into these algorithms, because if you have a bias in your data sample, it's only going to be more concentrated when it goes for an algorithm, because an algorithm basically at its core is just looking for concentrations and patterns of data. So if you have the slightest concentration or bias in your data, it's going to be amplified throughout the algorithm, and then the impacts of the algorithm with humans are going to be felt. So you see this in HR and recruiting all the time. When you have resumes that are given for, let's take the example of a professor. Unfortunately in many cases, most professors are white males and that's who's applying to be professors. So if you were training a theoretical AI algorithm to assess what a good candidate is for a professor and you feed them all a bunch of white male CVs, well, they're going to say that, oh, it seems like based on our data that the white male is the best candidate, because that's what the majority of the CVs are. So it's an inherent ... This is what's tricky, and I hope you guys are able to capture this in the whatever research you publish. AI's very tricky, because it's mimicking societal problems. It's not just the AI, that's the problem. It's in many ways, representative of real problems in society. And this is where I get really frustrated when I study, because I have grants on ethics and bias in AI. And I get really frustrated, because at some level I don't know how much we can fix these problems because they're deeply ingrained at a cultural and society level, because AI, and algorithms and data samples are in many ways mimicking the real world in some cases. It just becomes more amplified through the algorithm itself. I'm probably getting ahead of, but we have to build safeguards in to make sure that we're checking on the data that we're looking at, the algorithms that we're constantly having human eyes on the outputs. You have to make sure that human factors are directly tied to AI outcomes. You can't just let the AI run loose. It needs oversight.",10,5,1,1,0,1,1,1,0,0,1,1
11,NM,Researcher,Researcher 1,"Yeah, absolutely. One of the things, we have run with kids in the past, getting them involved in these kinds of discussions. So understanding that algorithms and these technologies can perpetuate some of these systemic inequities. So we posed the question to them, well, what should Google do? What should these companies do? Should they mess with the data and create kind of fake data that doesn't actually reproduce these inequities? But what's the consequence of that then? So kids have really interesting ideas when it comes to these-",11,5,1,1,0,1,1,1,0,0,1,0
12,NM,Faculty,Thomas,What's the main takeaway from them?,12,5,0,0,0,0,0,0,0,0,0,0
13,NM,Researcher,Researcher 1,"It depends on the context. So if it's a Google image search engine, many kids say, yeah, I'm not represented here, but that's how the world is. The consequence isn't huge. I search for computer science professor and I don't see myself as a African American woman. Okay, that hurts. But I don't think Google should mess with that. Then when it comes to hiring algorithms, yeah, they see that as problematic. So the context really matters and the effect of the consequence as they see it matters to them.",13,5,1,0,0,1,1,1,1,0,1,0
14,NM,Faculty,Thomas,"I think they're right. I mean [crosstalk 00:16:09]-
",14,5,0,0,0,0,0,0,0,0,0,0
15,NM,Researcher,Researcher 1,But it's cool that like middle schoolers can talk about that.,15,5,0,0,0,0,0,0,0,0,0,0
16,NM,Faculty,Thomas,"... Yeah. I think that's what's cool about your research is that we discount kids, and kids know an awful lot. And they are really good at distilling it down to the black and whites almost of what makes sense. Whereas humans, we try to muddy the waters constantly, and we have so many things in our mind, we can't see it as clear as kids can sometimes. So that's what's ...",16,5,0,0,0,0,0,0,0,0,0,0
17,NM,Researcher,Researcher 1,"Yeah. The tricky part is getting them to understand it, relate to it and care about it. If it's not part of their everyday experience, it can be hard. So there are limits to that for sure. So I guess one thing to back up that I didn't ask you, so leveraging some of your expertise. If I asked you to define AI or someone on the street asked you to define AI, how would you define it?",17,5,0,0,0,0,0,0,0,0,0,0
18,NM,Faculty,Thomas,"It's taking a lot of data, aggregating that data and trying to simplify that data to make sense of that data in a way that you can predict patterns. That's my 30,000 feet in the sky. It's about a bunch of data, distilling that data down to allocate patterns.",18,5,0,0,0,0,0,0,0,0,1,0
19,NM,Researcher,Researcher 1,"Yeah. Yeah. And that's what we're looking for, because we're looking for kind of a broad definition that we can get it kind of a consensus on from everyone we're interviewing, and then provide it to kids in some way. So same question, but for machine learning. How would you define machine learning?",19,5,0,0,0,0,0,0,0,0,0,0
20,NM,Faculty,Thomas,"Machine learning is taking a bunch of data and feeding in new data continually to that initial large data source, and then adapting and learning based on the foundation of the data that you have, and adapting to the new data that is brought into the foundation. So it's an adaptive learning situation. So it's AI that really learns based on the foundation and the introduction of new data into that.",20,5,0,0,0,0,0,0,0,0,0,1
21,NM,Researcher,Researcher 1,"Okay, great. Thank you. And then, so we talked about some of the harmful effects of some AI applications. Are there any other sort of potential problems you see that we haven't touched on, or ethical issues, or other social issues?",21,5,0,0,0,0,1,0,0,0,0,0
22,NM,Faculty,Thomas,"I mean, jeez, we could be here all day.",22,5,0,0,0,0,0,0,0,0,0,0
23,NM,Researcher,Researcher 1,"Or I guess, if we want to narrow it down, which one of those issues that you know so much about do you think youth would be interested in, or should they know about? Either one.",23,5,0,0,0,0,0,0,0,0,0,0
24,NM,Faculty,Thomas,"Gender and race. I think that those are the two things that people with inequities historically are affected by the harms of AI. And I think if you're looking at youth, no matter what their skin color or their background is, they need to know that from a very early age. They need to know the impact that technology can have on them and other people, and how the impact on other people can have an impact on them. I think that's what we miss, is that like, I'm a white male. Well, if there's a negative impact on somebody, is it going to affect me? Maybe, maybe not. But we need to start teaching that more. It's multidimensional in terms of bad outcomes. We only focus on bad outcomes for that one specific person. We need to focus on it for everybody, because it's impacting everybody. So yeah, I'd go back just to gender and race as the two things that really need to be hit home. Because if you look at biases, and fairness and equality issues related to AI, those are the two markers that are getting hit the hardest. And race being number one actually before gender.",24,5,0,0,0,0,1,1,0,0,0,0
25,NM,Researcher,Researcher 1,"Yeah, definitely. So going back a little bit, you mentioned that people who are designing these technologies, the vast majority are not doing it wanting to intentionally harm certain populations, it's just embedded in the data and they use that data. So can you maybe describe from what you know, who are these people then? How would you describe them? The population of people who are in charge or who are the ones designing these technologies, who are they?",25,5,0,0,0,1,1,0,0,0,0,0
26,NM,Faculty,Thomas,"Yeah. Typically AI engineers and software engineers within large tech companies. Most of the AI that you're interacting with is coming from basically three or four companies. It's coming from Google. It's coming from Microsoft. It's coming from Meta, Facebook. And then I'm missing ... Apple. Those are the four companies where I would venture to bet 90% of the AI that humans are interacting with are actually coming from. There's obviously AI companies all over the world, but they're very small. And so I'm not saying we don't focus on those companies, but jeez, let's start with the big problem first, the one that's impacting as many people as it is. So the focus needs to be on the big companies, and it needs to be focused on the AI engineers and the software engineers in there. One of the things I want to get in here in the interview is the idea ... And I'm sorry if this is a question that you're going to answer, but I want to make sure I don't forget to say this. If you're dealing with the idea of ethics and bias in AI, and how do you solve that problem? One of the things we've found in my own research, because we have a research project that's focused on bias mitigation in AI decision making systems, and one of the things we've done a bunch of qualitative work talking about how do you mitigate bias? And people have pretty good ideas on how to mitigate bias in AI. The real problem that stems from our research that we see is a lack of responsibility and accountability on who wants to do that. So we talked to industry companies like the companies I was just mentioning, we talked to people in those companies and they're fully aware of bias and AI. They don't like it. They hate it. They want to make a difference. But it actually comes to an organizational company level problem of whose job is it to actually fix these problems and make sure these problems are not there to begin with? Is it the actual engineer? Is it the product manager? Is it upper level administration? No one from our experience in our interviews, no one knows the answer to that question, and no one wants that accountability on their shoulders of a goal. If you're a product manager at Google, your job goal is to make sure that the AI that your team's generating has no biases. That's a heavy burden. You don't really want that. So what happens is that the idea of AI bias and mitigation is super important within these companies, but it goes unchecked in terms of actual accountability of somebody doing this, because no one wants to have that heavy burden on their shoulders. No, one's willing to take on that job of being the AI ethics czar within companies. And that's, I mean, it's a fair thing. Who wants to do that? Who knows what is right or wrong in many ways for things? So that's a big problem that has to be dealt with, and I don't know how you deal with it.",26,5,0,0,0,1,1,1,1,0,0,0
27,NM,Researcher,Researcher 1,"Yeah. Yeah. It's messy. There's no one right answer. It's a huge ethical dilemma. And there's no answer to human ethical dilemmas. So yeah, nobody wants to take that on at such a large scale when you're deploying these algorithms and they affect millions of people. That's tough. Yeah. Yeah. That is very interesting. Well, we're making our youth do it, obviously in a low risk situation.",27,5,0,0,0,1,1,0,0,0,0,0
28,NM,Faculty,Thomas,Right.,28,5,0,0,0,0,0,0,0,0,0,0
29,NM,Researcher,Researcher 1,"We'll see what they come up with. So you talked about sort of what you thought maybe would be important for youth to learn and address when it comes to the social and ethical issues. What about content? So can you imagine elementary, middle, high school, maybe more middle school kids, what sort of machine learning content do you think they could engage with or should they engage with?",29,5,0,0,0,0,1,0,0,0,0,0
30,NM,Faculty,Thomas,"Ah, gosh, that's a really good question. And I don't have a good answer for it.",30,5,0,0,0,0,0,0,0,0,0,0
31,NM,Researcher,Researcher 1,That's fine.,31,5,0,0,0,0,0,0,0,0,0,0
32,NM,Faculty,Thomas,"I think the reason I don't have a good answer for it is because it's a really complex question. It's a good question, because machine learning, I've studied a lot of things in my career, and machine learning is probably the most complicated thing I've studied in terms of understanding it. I don't even understand it. It's a black box. Machine learning, there's a black box. You understand at the high level what your algorithm is that you build at the beginning, and you understand what the data that was used to build that algorithm are and the new data that comes in. But no one really understands unfortunately how the algorithm is tweaking itself and changing itself. And from a teaching standpoint, that's really, really hard to describe. It's like this idea of you're going to build something, and it's going to [amorphically? 00:25:51] change on its own and you have no control over it. I think if you were to develop content at that age, it's not necessarily understanding machine learning per se, but more of the conceptual level of what I was just talking about of here's data, you build a tool to make sense of that data, and then data is built into that and it changes over time. Very concept oriented curriculum is what is needed at that age, because you quite frankly can't get too deep on a lot of the machine learning concepts, because they're very much based on computer science theoretical concepts. So you can't actually even teach some of the machine learning concepts until you understand the computer science concepts. So maybe that's the answer, is we need to do a heck of a lot better job in stem of just teaching computer science and AI concepts in general, and then work down the path of machine learning. I don't think we can jump just in the machine learning, because you have to develop that concept awareness before you get into that.",32,5,0,0,0,1,0,0,0,0,1,0
33,NM,Researcher,Researcher 1,"Yeah. Yeah. Sometimes in my work, so we're trying to teach kids, now I'm doing machine learning, but before it was all kinds of complicated things, too, like engineering design and building products. And there's definitely a black box attitude towards it. So what do we black box and what do we expose kids to? And how do we get those key epistemic ideas? And that's part of what this interview is too, what is key to you and how can we reproduce those for kids in a way that's ... A word I use is truthy? Because we do want to get them exposed, but we also want to make sure that they're learning something that's not fundamentally wrong. So yeah, we focus a lot on more of the supervised machine learning. And it's focusing on the training data, they put it in something, a black box, and see what comes out and they have to test it. They have to investigate that training data to see where the bias lies and how they can change it. Test it again with a different set. So it's kind of making sure the difference between training and test set data, so something like very simple, but important. And also just understanding the difference between machine learning and just programming a robot to do something. What does it mean to interact and learn from your environment?",33,5,0,0,0,0,0,1,1,0,1,1
34,NM,Faculty,Thomas,"Yeah. I mean, one of the ways I was talking about just teaching concepts, it's interesting if you distill machine learning down to just concepts. It's similar to a psychology paradigm, which is something called input process output with a feedback loop back to the input. That's what machine learning is. The input is the data, the process is the algorithm and the output is whatever the insider information is. And that feedback loop is going back to the output, feeding into the initial data again. It just keeps going on, and on and on in the cycle. So I think kids are smart enough to understand that. And that's the level that we need to be talking about in terms of machine learning. But in order to even understand that, to your point goal, you have to understand programming and data. When you say data, what in the world do you mean data? So they have to break it up into these digestible parts and pieces.",34,5,0,0,0,0,0,0,0,0,1,1
35,NM,Researcher,Researcher 1,"Yeah. Yeah, absolutely. That's funny you mentioned that connection to psychology. I'm teaching a learning theory course, and I have these three HCI students that have been taking my courses. They're lovely. And we were talking about behaviorism stimulus response. And he's like, ""this is like machine learning."" And I was like, ""yes, it is in a lot of ways."" And just having them in the class draw those connections is so fun.",35,5,0,0,0,0,0,0,0,0,0,0
36,NM,Faculty,Thomas,"Yeah. I mean, machine learning's history is based on cognitive theory. If you go back to, so it started off as things called expert systems. If you know this stuff, just ignore what-",36,5,0,0,0,0,0,0,0,0,0,0
37,NM,Researcher,Researcher 1,"No, say it, because we need to record it. Go for it.",37,5,0,0,0,0,0,0,0,0,0,0
38,NM,Faculty,Thomas,"So it started off with this idea of expert systems, which was an idea of just mimicking people's actual cognition of how do humans cognitively understand things? Well, there's data in your environment, that's the input. Your process is in your mind. You take that data and you process it. And the outcome or the output is the behavior that you have from the thought in your mind. So that was the still down into this idea of an expert system or cognitive modeling. So act our cognitive modeling is one of the first ways that we started getting into this foray of machine learning broadly speaking. But it started off as the crystallization and summarization of how at a high level, we as humans understand and make decisions from a cognitive standpoint. And then how can you from a computer science standpoint, use that same process to create similar outcomes that we have as humans. So in many ways, and it's kind of scary, machine learning neural net, a neural net is similar to how we cognitively process information in our own brains. We were talking about the black box. Well, guess what? This is a huge black box. So it's very interesting how there's parallels into the human brain and machine learning. And then you get into really interesting, cool stuff, like human brain computer interfaces, which is outside the scope of this interview. But connecting the actual human brain with the neural networks and all that good stuff, that's really scary stuff.
",38,5,0,0,0,1,0,0,0,0,0,1
39,NM,Researcher,Researcher 1,"Yeah, it is. Yeah, it is. Yeah, I was reading some stuff about a group of scientists looking to young children and to help them, because almost saying some machine learning systems or intelligent systems, I think just young children. So looking to see how young children develop into more intelligent beings, and then using that information to do the same thing with our AI.",39,5,0,0,0,1,0,0,0,0,0,0
40,NM,Faculty,Thomas,"Yeah. I mean, this is the thing that Elon Musk is focused on with Neuralink. And basically you can quote me on this, anything Elon Musk gets interested in is very dangerous for human beings.",40,5,0,0,0,0,0,0,0,0,0,0
41,NM,Researcher,Researcher 1,"That goes back to my question about who's in power, who's creating these things and what are they interested in? So you went straight to corporations, which yeah, is in the literature about corporate interests, and these people in power and how that influences the rest of us.",41,5,0,0,0,0,0,0,1,0,0,0
42,NM,Faculty,Thomas,"I mean, I'm a cynic in this regard. I think everything in this country and this world is motivated by money and financial interest, and corporate entities maintain that at the highest level. And depending on the governments, they either promote that or try to curb that back. But at the end of the day, it's all about money. So I think when you talk about AI and dealing with the problems that are dealt with, with AI, you have to understand that people are making money off of AI. Even if it's terrible AI in terms of being this most biased, terrible agent in the world, someone's going to make money off of it potentially. And I'm a cynic in that regard. People will put money above much of their own ethics in some cases.",42,5,1,0,0,0,1,0,1,0,0,0
43,NM,Researcher,Researcher 1,"Yeah. I'm with you, man. Okay. I think that's all the questions. Is there anything else you want to add that we haven't touched on?",43,5,0,0,0,0,0,0,0,0,0,0
44,NM,Faculty,Thomas,"No. I think what you're doing is important. I think that AI, machine learning, reinforcement learning, neural networks aren't going anywhere. They're going to become a bigger entity and play a bigger role in society as time goes by. So the people that are really going to matter in terms of making sure that this works for other people, our youth, their kids, they're the ones that are going to actually have the big impact on being able to change this and understand it at a better level then people that are our age it. It starts with the education of the things that we're talking about, understanding how this can go wrong, understanding the errors so you're educated on that and you can avoid that. In many ways, I think what people like me and a lot of people that are similar to me, we just try to put bandaids on this because we're too far along on the road. And youth have the ability to not just put bandaids on things, they can actually fix things, I think.",44,5,0,1,0,1,1,1,1,0,1,1
45,NM,Researcher,Researcher 1,"Yeah. Yeah. I think so too. And they're so creative, the kids that ... All kids really, but the kids we're working with are just phenomenal. And once they get into it, they design such amazing things to help people. They're really interested in designing robots to help and robots for social good. So they're really understanding this stuff. And even if the goal is not for them to go be computer scientists or to go build these, but to have that fundamental understanding so they can be critical consumers, so they stop and say, wait, this is wrong. I need to say something. That's what we're hoping, obviously. I mean, we're not going to follow them, but we're hoping that what we do has a little bit of that impact anyway.",45,5,1,0,0,1,0,1,1,0,1,0
46,NM,Faculty,Thomas,"Yeah. No, that's super cool.",46,5,0,0,0,0,0,0,0,0,0,0
